ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
épier	epje	épier	VER	4.93	1.53	1	5	5	4	2	VER
plaza	plaza	plaza	NOM	1.53	1.53	1	5	5	4	2	NOM
dolce	dOltSe	dolce	ADV	1.53	1.53	1	5	4	4	2	ADV
antan	@t@	antan	NOM	1.53	1.53	1	5	5	3	2	NOM
ruine	R8in	ruiner	VER	20.39	1.52	0	5	5	4	1	NOM,VER
poste	pOst	poster	VER	9.54	1.52	0	5	5	4	1	NOM,VER
pensa	p@sa	penser	VER	1485.47	1.52	0	5	0	0	2	VER
paddy	padi	paddy	NOM	1.52	1.52	1	5	5	4	2	NOM
taise	tEz	taire	VER	154.46	1.51	0	5	0	3	1	VER
forge	fORZ	forge	NOM	1.64	1.51	1	5	5	4	1	NOM,VER
égaré	egaRe	égaré	ADJ	3.43	1.51	1	5	5	5	3	VER,ADJ
funky	f9nki	funky	ADJ	1.51	1.51	1	5	5	3	2	ADJ
fiole	fjOl	fiole	NOM	1.93	1.5	1	5	4	4	1	NOM
bahut	bay	bahut	NOM	1.59	1.5	1	5	5	3	2	NOM
taïga	tajga	taïga	NOM	1.5	1.5	1	5	4	4	2	NOM
athée	ate	athée	NOM	1.77	1.5	1	5	5	3	2	ADJ,NOM
osera	oz°Ra	oser	VER	90.2	1.5	0	5	0	0	3	VER
cramé	kRame	cramer	VER	4.59	1.5	0	5	0	5	2	VER
prive	pRiv	priver	VER	24.06	1.49	0	5	0	0	1	VER
épate	epat	épater	VER	4.96	1.49	0	5	5	4	2	NOM,VER
bison	biz§	bison	NOM	2.65	1.49	1	5	5	4	2	NOM
viola	vjola	violer	VER	39.43	1.49	0	5	0	0	2	VER
vives	viv	vivre	VER	510.19	1.48	0	5	0	3	1	ADJ,NOM,VER
parut	paRy	paraître	VER	122.14	1.48	0	5	0	0	2	VER
fours	fuR	four	NOM	15.44	1.48	0	5	0	3	1	NOM
dater	date	dater	VER	16.69	1.48	1	5	5	4	2	VER
bourg	buR	bourg	NOM	1.6	1.48	1	5	5	3	1	NOM
piété	pjete	piété	NOM	1.47	1.47	1	5	5	5	2	VER,NOM
faune	fon	faune	NOM	1.48	1.47	1	5	5	3	1	NOM
lègue	lEg	léguer	VER	4.98	1.47	0	5	0	3	1	VER
pendu	p@dy	pendu	NOM	2.74	1.47	1	5	5	4	2	VER,ADJ,NOM
levée	l°ve	levé	ADJ	3.79	1.47	0	5	5	4	2	VER,ADJ,NOM
épice	epis	épice	NOM	3.06	1.46	1	5	5	4	2	NOM,VER
pendu	p@dy	pendu	ADJ	2.9	1.46	1	5	5	4	2	VER,ADJ,NOM
panda	p@da	panda	NOM	1.71	1.46	1	5	5	4	2	NOM
barda	baRda	barda	NOM	1.62	1.46	1	5	5	5	2	NOM
ponte	p§t	ponte	NOM	2.35	1.46	1	5	5	3	1	NOM,VER
aînés	ene	aîné	NOM	8.92	1.46	0	5	0	3	2	ADJ,NOM
coûts	ku	coût	NOM	5.04	1.46	0	5	0	2	1	NOM
cabot	kabo	cabot	NOM	1.52	1.45	1	5	5	4	2	NOM
tarée	taRe	taré	ADJ	4.44	1.45	0	5	0	4	2	VER,ADJ
lutin	lyt5	lutin	NOM	2.14	1.45	1	5	5	4	2	ADJ,NOM
juive	Z8iv	juif	NOM	45.32	1.45	0	5	0	0	1	ADJ,NOM
vises	viz	viser	VER	38.03	1.44	0	5	0	0	1	VER
impur	5pyR	impur	ADJ	3.91	1.44	1	5	5	4	2	ADJ
guéri	geRi	guéri	ADJ	3.46	1.44	1	5	5	4	2	ADJ,VER
parez	paRe	parer	VER	30.5	1.44	0	5	0	4	2	VER
semés	s°me	semer	VER	19.8	1.44	0	5	0	4	2	VER,ADJ
salsa	salsa	salsa	NOM	1.43	1.43	1	5	5	5	2	NOM
vécut	veky	vivre	VER	510.19	1.43	0	5	0	3	2	VER
rebut	R°by	rebut	NOM	2.15	1.43	1	5	5	4	2	VER,NOM
éther	etER	éther	NOM	1.43	1.43	1	5	4	4	2	NOM
misez	mize	miser	VER	11.8	1.42	0	5	0	4	2	VER
clore	klOR	clore	VER	7.75	1.42	1	5	4	4	1	VER
fémur	femyR	fémur	NOM	1.48	1.42	1	5	4	4	2	NOM
vouée	vwe	vouer	VER	6.88	1.42	0	5	0	3	1	VER,ADJ
dînes	din	dîner	VER	79.3	1.42	0	5	0	3	1	VER
vidée	vide	vider	VER	30.68	1.42	0	5	0	4	2	VER,ADJ
momie	momi	momie	NOM	2.18	1.42	1	5	5	4	2	NOM
verse	vERs	verse	NOM	1.44	1.42	1	5	5	4	1	NOM,VER
gigot	Zigo	gigot	NOM	1.46	1.41	1	5	5	4	2	NOM
porta	pORta	porter	VER	319.98	1.41	0	5	0	0	2	VER
cuite	k8it	cuite	NOM	1.64	1.41	1	5	5	4	1	ADJ,NOM
perçu	pERsy	percevoir	VER	7.41	1.41	0	5	5	5	2	VER,ADJ
drive	dRajv	drive	NOM	1.45	1.41	1	5	5	5	1	NOM
force	fORs	force	ADJ:ind	1.41	1.41	1	5	5	4	1	ADJ:ind,NOM,VER
baffe	baf	baffe	NOM	2.93	1.41	1	5	5	3	1	NOM,VER
matez	mate	mater	VER	17.27	1.4	0	5	0	4	2	VER
ogive	oZiv	ogive	NOM	2.35	1.4	1	5	5	4	2	NOM
noyés	nwaje	noyer	VER	27.29	1.4	0	5	0	5	2	VER,ADJ,NOM
glace	glas	glacer	VER	7.21	1.4	0	5	5	4	1	NOM,VER
lèpre	lEpR	lèpre	NOM	1.4	1.4	1	5	3	4	1	NOM
amont	am§	amont	NOM	1.4	1.4	1	5	5	3	2	ADJ,NOM
dixie	diksi	dixie	NOM	1.4	1.4	1	5	5	5	2	NOM
books	buk	book	NOM	2.89	1.39	0	5	0	3	1	NOM
tenus	t°ny	tenir	VER	504.69	1.39	0	5	0	4	2	VER,ADJ
quota	kota	quota	NOM	2.12	1.39	1	5	5	4	2	NOM
cerfs	sER	cerf	NOM	7.56	1.39	0	5	0	3	1	NOM
gente	Z@t	gent	ADJ	1.56	1.39	0	5	5	3	1	ADJ
prise	pRiz	priser	VER	2.59	1.39	0	5	5	4	1	VER,ADJ,NOM
vires	viR	virer	VER	86.3	1.39	0	5	0	3	1	NOM,VER
pondu	p§dy	pondre	VER	5.41	1.39	0	5	0	0	2	VER
liées	lje	lié	ADJ	4.53	1.38	0	5	0	3	1	VER,ADJ
tempo	tEmpo	tempo	NOM	1.44	1.38	1	5	5	4	2	NOM
sénat	sena	sénat	NOM	1.38	1.38	1	5	5	4	2	NOM
lèche	lES	lèche	NOM	1.42	1.38	1	5	5	3	1	NOM,VER
frime	fRim	frimer	VER	3.67	1.37	0	5	5	4	1	NOM,VER
animé	anime	animer	VER	6.28	1.37	0	5	5	5	3	VER,ADJ
duels	d8El	duel	NOM	7.54	1.37	0	5	0	4	1	NOM
gardé	gaRde	gardé	ADJ	2.64	1.37	1	5	5	5	2	VER,ADJ
barbu	baRby	barbu	NOM	1.7	1.37	1	5	5	5	2	ADJ,NOM
mâche	maS	mâcher	VER	5.0	1.37	0	5	5	3	1	NOM,VER
rangé	R@Ze	rangé	ADJ	2.92	1.37	1	5	5	4	2	VER,ADJ
citez	site	citer	VER	17.51	1.37	0	5	0	4	2	VER
lubie	lybi	lubie	NOM	2.41	1.37	1	5	4	4	2	NOM
salas	sala	saler	VER	7.6	1.37	0	5	0	4	2	VER
grecs	gREk	grec	ADJ	12.14	1.37	0	5	0	4	1	ADJ,NOM
gifle	Zifl	gifler	VER	6.77	1.37	0	5	5	4	1	NOM,VER
raton	Rat§	raton	NOM	1.7	1.37	1	5	5	4	2	NOM
rital	Rital	rital	NOM	2.66	1.36	1	5	4	4	2	NOM
payée	peje	payé	ADJ	10.72	1.36	0	5	0	3	2	VER,ADJ
affût	afy	affût	NOM	1.42	1.36	1	5	5	3	2	NOM
terne	tERn	terne	ADJ	2.0	1.36	1	5	5	4	1	ADJ
gradé	gRade	gradé	ADJ	1.61	1.36	1	5	5	5	2	ADJ,NOM
isole	izOl	isoler	VER	14.1	1.36	0	5	0	0	2	VER
staff	staf	staff	NOM	1.39	1.36	1	5	4	4	1	NOM
évade	evad	évader	VER	12.8	1.35	0	5	0	0	2	VER
pures	pyR	pur	ADJ	58.46	1.35	0	5	0	3	1	ADJ
store	stOR	store	NOM	3.59	1.35	1	5	5	4	1	NOM
ozone	ozon	ozone	NOM	1.35	1.35	1	5	2	3	2	NOM
jupon	Zyp§	jupon	NOM	3.0	1.35	1	5	5	4	2	NOM
subit	sybi	subit	ADJ	3.06	1.35	1	5	5	4	2	VER,ADJ
piano	pjano	piano	ADV	1.35	1.35	1	5	5	5	2	ADV,NOM
macho	matSo	macho	ADJ	1.77	1.35	1	5	5	5	2	ADJ,NOM
pègre	pEgR	pègre	NOM	1.34	1.34	1	5	3	3	1	NOM
tiges	tiZ	tige	NOM	3.73	1.34	0	5	0	3	1	NOM
sévit	sevi	sévir	VER	3.23	1.33	0	5	0	0	2	VER
armer	aRme	armer	VER	29.77	1.33	1	5	5	4	2	VER
lapon	lap§	lapon	ADJ	1.44	1.33	1	5	4	4	2	ADJ,NOM
posés	poze	poser	VER	217.2	1.33	0	5	0	4	2	VER,ADJ
javel	ZavEl	javel	NOM	1.33	1.33	1	5	5	4	2	NOM
pliez	plije	plier	VER	14.37	1.32	0	5	0	5	2	VER
hâter	ate	hâter	VER	5.63	1.32	1	5	5	3	2	VER
frits	fRi	frire	VER	6.63	1.32	0	5	0	0	1	VER
chaux	So	chaux	NOM	1.32	1.32	1	5	5	2	1	NOM
runes	Ryn	rune	NOM	2.4	1.32	0	5	0	3	1	NOM
riais	RjE	rire	VER	140.24	1.32	0	5	0	0	1	VER
émane	eman	émaner	VER	2.77	1.31	0	5	0	0	2	VER
brûlé	bRyle	brûlé	NOM	2.35	1.31	1	5	5	5	2	VER,ADJ,NOM
éloge	elOZ	éloge	NOM	2.62	1.31	1	5	5	3	2	NOM
orale	oRal	oral	ADJ	2.31	1.31	0	5	0	4	2	ADJ
foyer	fwaje	foyer	ADJ	1.32	1.31	1	5	4	5	2	ADJ,NOM
plouf	pluf	plouf	ONO	1.31	1.31	1	5	5	4	1	ONO
belge	bElZ	belge	NOM	2.0	1.31	1	5	5	4	1	ADJ,NOM
troue	tRu	trouer	VER	4.27	1.3	0	5	0	3	1	VER
sinus	sinys	sinus	NOM	1.3	1.3	1	5	5	5	2	NOM
brick	bRik	brick	NOM	1.51	1.3	1	5	5	4	1	NOM
bouée	bwe	bouée	NOM	2.04	1.3	1	5	4	3	1	NOM
hardi	aRdi	hardi	ADJ	2.22	1.3	1	5	5	4	2	ADJ,ONO
purge	pyRZ	purger	VER	5.46	1.3	0	5	5	4	1	NOM,VER
label	labEl	label	NOM	1.59	1.3	1	5	5	4	2	NOM
proue	pRu	proue	NOM	1.3	1.3	1	5	5	3	1	NOM
poupe	pup	poupe	NOM	1.3	1.3	1	5	5	3	1	NOM
atome	atom	atome	NOM	2.85	1.3	1	5	5	4	2	NOM
fixes	fiks	fixe	ADJ	11.12	1.29	0	5	0	4	1	ADJ,VER
rince	R5s	rincer	VER	4.46	1.29	0	5	0	0	1	VER
logez	loZe	loger	VER	18.36	1.29	0	5	0	4	2	VER
cacao	kakao	cacao	NOM	1.3	1.29	1	5	5	5	3	NOM
issus	isy	issu	ADJ	5.24	1.29	0	5	0	3	2	ADJ
wouah	wa	wouah	ONO	1.29	1.29	1	5	3	2	1	ONO
salve	salv	salve	NOM	1.69	1.29	1	5	5	4	1	NOM
tuile	t8il	tuile	NOM	2.71	1.28	1	5	5	4	1	NOM
judas	Zyda	judas	NOM	1.28	1.28	1	5	5	4	2	NOM
laids	lE	laid	ADJ	18.54	1.28	0	5	0	2	1	ADJ,NOM
tenue	t°ny	tenu	ADJ	3.46	1.28	0	5	5	4	2	VER,ADJ,NOM
soûle	sul	soûler	VER	6.13	1.28	0	5	0	3	1	ADJ,VER
lupus	lypys	lupus	NOM	1.28	1.28	1	5	4	4	2	NOM
empli	@pli	emplir	VER	6.4	1.28	0	5	5	4	2	ADJ,VER
menus	m°ny	menu	NOM	11.15	1.28	0	5	0	4	2	ADJ,NOM
barbu	baRby	barbu	ADJ	1.46	1.27	1	5	5	5	2	ADJ,NOM
nylon	nil§	nylon	NOM	1.33	1.27	1	5	3	4	2	NOM
nazie	nazi	nazi	ADJ	7.11	1.27	0	5	0	4	2	ADJ,NOM
pairs	pER	pair	NOM	3.54	1.27	0	5	0	3	1	ADJ,NOM
saule	sol	saule	NOM	1.9	1.27	1	5	5	3	1	NOM
outre	utR	outre	ADV	1.27	1.27	1	5	5	3	1	ADV,NOM,PRE,VER
ratés	Rate	raté	NOM	8.45	1.27	0	5	0	4	2	VER,ADJ,NOM
totem	totEm	totem	NOM	1.42	1.27	1	5	4	4	2	NOM
pincé	p5se	pincer	VER	10.84	1.27	0	5	5	4	2	VER,ADJ
maint	m5	maint	ADJ:ind	1.27	1.27	1	5	5	2	1	ADJ:ind
fauve	fov	fauve	NOM	3.61	1.26	1	5	5	3	1	ADJ,NOM
vapes	vap	vape	NOM	1.26	1.26	0	5	0	3	1	NOM
palme	palm	palme	NOM	2.09	1.25	1	5	5	4	1	NOM
bonds	b§	bond	NOM	4.69	1.25	0	5	0	2	1	NOM
tacot	tako	tacot	NOM	1.31	1.25	1	5	5	4	2	NOM
jauge	ZoZ	jauge	NOM	1.44	1.25	1	5	5	3	1	NOM,VER
visas	viza	visa	NOM	7.39	1.25	0	5	0	4	2	NOM,VER
papas	papa	papas	NOM	1.25	1.25	1	5	5	4	2	NOM
icône	ikon	icône	NOM	1.81	1.25	1	5	3	4	2	NOM
myrte	miRt	myrte	NOM	1.25	1.25	1	5	5	4	1	NOM
aînée	ene	aîné	ADJ	6.27	1.25	0	5	0	3	2	ADJ,NOM
agira	aZiRa	agir	VER	195.94	1.25	0	5	0	0	3	VER
masse	mas	masser	VER	5.69	1.25	0	5	5	3	1	NOM,VER
amers	amER	amer	ADJ	11.94	1.25	0	5	0	4	2	ADJ,NOM
navet	navE	navet	NOM	3.16	1.25	1	5	5	4	2	NOM
chocs	SOk	choc	NOM	31.46	1.24	0	5	0	3	1	ADJ,NOM
cubes	kyb	cube	NOM	2.81	1.24	0	5	0	3	1	NOM,VER
rosie	Rozi	rosir	VER	1.44	1.24	0	5	0	0	2	VER
sauve	sov	sauf	ADJ	12.52	1.24	0	5	5	3	1	ADJ,NOM,VER
tonne	tOn	tonner	VER	1.94	1.24	0	5	5	3	1	NOM,VER
baies	bE	baie	NOM	7.09	1.24	0	5	0	2	1	ADJ,NOM
vains	v5	vain	ADJ	19.87	1.23	0	5	0	2	1	ADJ
sauts	so	saut	NOM	14.77	1.23	0	5	0	2	1	NOM
giton	Zit§	giton	NOM	1.25	1.23	1	5	4	4	2	NOM
gâtée	gate	gâter	VER	10.97	1.23	0	5	0	4	2	VER,ADJ
déplu	deply	déplaire	VER	12.23	1.23	0	5	0	0	2	VER
nègre	nEgR	nègre	ADJ	1.65	1.23	1	5	3	3	1	ADJ,NOM
vêtue	vety	vêtir	VER	7.67	1.23	0	5	0	4	2	VER,ADJ
stase	staz	stase	NOM	1.23	1.23	1	5	4	4	1	NOM
coche	kOS	coche	NOM	1.23	1.23	1	5	5	3	1	NOM,VER
logée	loZe	loger	VER	18.36	1.23	0	5	0	4	2	VER,ADJ
débat	deba	débattre	VER	8.63	1.23	0	5	5	4	2	NOM,VER
grues	gRy	grue	NOM	4.76	1.22	0	5	0	3	1	NOM
dicté	dikte	dicter	VER	8.42	1.22	0	5	0	5	2	VER
émeut	em2	émouvoir	VER	9.46	1.22	0	5	0	3	2	VER
gâtes	gat	gâter	VER	10.97	1.22	0	5	0	0	1	VER
chies	Si	chier	VER	67.53	1.22	0	5	0	0	1	VER
clans	kl@	clan	NOM	8.83	1.22	0	5	0	3	1	NOM
coupé	kupe	coupé	NOM	1.33	1.22	1	5	5	4	2	VER,ADJ,NOM
téton	tet§	téton	NOM	4.59	1.21	1	5	4	4	2	NOM
franc	fR@	franc	NOM	17.64	1.21	1	5	5	3	1	ADJ,ADV,NOM
foies	fwa	foie	NOM	23.48	1.21	0	5	0	3	1	NOM
baste	bast	baste	NOM	1.21	1.21	1	5	5	4	1	NOM,ONO
colon	kol§	colon	NOM	2.79	1.21	1	5	5	4	2	NOM
nique	nik	niquer	VER	7.57	1.21	0	5	5	3	1	NOM,VER
avisé	avize	aviser	VER	9.77	1.21	0	5	5	5	3	VER,ADJ
scout	skut	scout	NOM	3.73	1.21	1	5	5	4	1	ADJ,NOM
hissé	ise	hisser	VER	8.09	1.21	0	5	0	3	2	VER
shoot	Sut	shoot	NOM	1.29	1.21	1	5	5	3	1	NOM
parée	paRe	parer	VER	30.5	1.21	0	5	0	4	2	VER,ADJ
damné	dane	damné	NOM	2.57	1.2	1	5	5	4	2	VER,ADJ,NOM
croît	kRwa	croître	VER	4.79	1.2	0	5	5	4	1	NOM,VER
mégot	mego	mégot	NOM	2.66	1.2	1	5	5	4	2	NOM
benêt	b°nE	benêt	NOM	1.3	1.2	1	5	4	4	2	ADJ,NOM
squat	skwat	squat	NOM	1.23	1.2	1	5	5	5	1	NOM
gênes	ZEn	gêner	VER	57.76	1.19	0	5	0	3	1	NOM,VER
béret	beRE	béret	NOM	1.5	1.19	1	5	4	4	2	NOM
défié	defje	défier	VER	13.49	1.19	0	5	0	5	2	VER
puait	p8E	puer	VER	36.29	1.19	0	5	0	0	1	VER
impie	5pi	impie	ADJ	1.66	1.19	1	5	5	3	2	ADJ,NOM
vespa	vEspa	vespa	NOM	1.19	1.19	1	5	5	5	2	NOM
dalle	dal	daller	VER	1.62	1.19	0	5	5	3	1	NOM,VER
crade	kRad	crade	ADJ	1.31	1.19	1	5	5	4	1	ADJ
donné	done	donné	NOM	1.32	1.19	1	5	5	4	2	VER,ADJ,NOM
crâne	kRan	crâne	ADJ	1.43	1.19	1	5	5	4	1	ADJ,NOM,VER
télex	telEks	télex	NOM	1.18	1.18	1	5	5	6	2	NOM
remis	R°mi	remis	ADJ	2.38	1.18	1	5	5	4	2	VER,ADJ
rance	R@s	rance	ADJ	1.34	1.18	1	5	5	3	1	ADJ,VER
cousu	kuzy	coudre	VER	8.88	1.18	0	5	5	4	2	VER,ADJ
trait	tRE	traire	VER	3.69	1.18	0	5	5	3	1	VER,ADJ,NOM
tords	tOR	tordre	VER	12.24	1.17	0	5	0	3	1	VER
jarre	ZaR	jarre	NOM	1.25	1.17	1	5	5	3	1	NOM
meule	m2l	meule	NOM	1.39	1.17	1	5	5	3	1	NOM,VER
rudes	Ryd	rude	ADJ	6.85	1.17	0	5	0	3	1	ADJ
rente	R@t	rente	NOM	1.61	1.17	1	5	5	3	1	NOM
ramez	Rame	ramer	VER	5.37	1.17	0	5	0	4	2	VER
crame	kRam	cramer	VER	4.59	1.17	0	5	0	0	1	VER
joint	Zw5	joint	ADJ	2.8	1.17	1	5	5	3	1	VER,ADJ,NOM
flush	fl9S	flush	NOM	1.17	1.17	1	5	4	4	1	NOM
butte	byt	butte	NOM	1.48	1.17	1	5	5	3	1	NOM,VER
aride	aRid	aride	ADJ	1.3	1.17	1	5	5	4	2	ADJ
trime	tRim	trimer	VER	4.38	1.17	0	5	0	0	1	VER
dénué	den8e	dénuer	VER	2.06	1.16	0	5	5	4	2	VER,ADJ
bâtit	bati	bâtir	VER	18.65	1.16	0	5	0	4	2	VER
aptes	apt	apte	ADJ	2.93	1.16	0	5	0	3	1	ADJ
raids	REd	raid	NOM	3.98	1.16	0	5	0	3	1	NOM
aorte	aORt	aorte	NOM	1.16	1.16	1	5	5	4	2	NOM
revis	R°vi	revivre	VER	10.37	1.16	0	5	0	0	2	VER
foret	foRE	foret	NOM	1.56	1.16	1	5	5	4	2	NOM
blême	blEm	blême	ADJ	1.48	1.16	1	5	5	4	1	ADJ
figer	fiZe	figer	VER	4.49	1.16	1	5	4	3	2	VER
gaine	gEn	gaine	NOM	2.15	1.16	1	5	5	3	1	NOM
ravit	Ravi	ravir	VER	72.67	1.15	0	5	0	4	2	VER
pende	p@d	pendre	VER	42.99	1.15	0	5	0	0	1	VER
allie	ali	allier	VER	4.62	1.15	0	5	0	0	2	VER
henné	ene	henné	NOM	1.15	1.15	1	5	5	3	2	NOM
renom	R°n§	renom	NOM	1.15	1.15	1	5	5	4	2	NOM
athée	ate	athée	ADJ	1.39	1.15	1	5	5	3	2	ADJ,NOM
basés	baze	baser	VER	15.61	1.15	0	5	0	4	2	VER,ADJ
roque	ROk	roque	NOM	1.14	1.14	1	5	5	3	1	NOM,VER
rugby	Rygbi	rugby	NOM	1.14	1.14	1	5	5	5	2	NOM
bises	biz	bise	NOM	3.84	1.14	0	5	0	3	1	ADJ,NOM,VER
deale	dil	dealer	VER	5.27	1.14	0	5	0	3	1	VER
coule	kul	coule	NOM	1.14	1.14	1	5	5	3	1	NOM,VER
forum	foROm	forum	NOM	1.4	1.14	1	5	4	4	2	NOM
rases	Raz	raser	VER	28.54	1.13	0	5	0	0	1	ADJ,VER
vides	vid	vide	NOM	17.82	1.13	0	5	0	3	1	ADJ,NOM,VER
cacha	kaSa	cacher	VER	204.13	1.13	0	5	0	4	2	VER
cédez	sede	céder	VER	24.21	1.13	0	5	0	4	2	VER
ronds	R§	rond	ADJ	12.31	1.13	0	5	0	2	1	ADJ,NOM
pompe	p§p	pomper	VER	5.24	1.13	0	5	5	3	1	NOM,VER
pends	p@	pendre	VER	42.99	1.13	0	5	0	2	1	VER
saper	sape	saper	VER	3.23	1.13	1	5	5	4	2	VER
vocal	vokal	vocal	ADJ	4.63	1.13	1	5	5	5	2	ADJ
lises	liz	lire	VER	281.09	1.12	0	5	0	3	1	VER,NOM
patin	pat5	patin	NOM	3.77	1.12	1	5	5	4	2	NOM
repli	R°pli	repli	NOM	1.4	1.12	1	5	5	5	2	NOM
allai	alE	aller	VER	9992.77	1.12	0	5	0	0	2	VER
lolos	lolo	lolo	NOM	1.81	1.12	0	5	0	4	2	NOM
gradé	gRade	gradé	NOM	1.94	1.12	1	5	5	5	2	ADJ,NOM
rétro	RetRo	rétro	ADJ	1.12	1.12	1	5	5	5	2	ADJ,NOM
scier	sje	scier	VER	5.01	1.12	1	5	5	3	1	VER
cloue	klu	clouer	VER	7.52	1.12	0	5	0	3	1	VER
mêlés	mele	mêler	VER	53.84	1.12	0	5	0	4	2	VER,ADJ
vanté	v@te	vanter	VER	10.73	1.12	0	5	0	4	2	VER
youpi	jupi	youpi	ONO	1.12	1.12	1	5	5	4	2	ONO
arôme	aRom	arôme	NOM	1.43	1.12	1	5	3	4	2	NOM
stone	ston	stone	ADJ	2.06	1.11	1	5	4	4	1	ADJ
mûrir	myRiR	mûrir	VER	3.77	1.11	1	5	5	5	2	VER
obèse	obEz	obèse	ADJ	1.4	1.11	1	5	3	4	2	ADJ,NOM
trust	tR9st	trust	NOM	1.16	1.11	1	5	5	5	1	NOM
foulé	fule	fouler	VER	3.06	1.11	0	5	0	4	2	VER
tarte	taRt	tarte	ADJ	1.29	1.11	1	5	5	4	1	ADJ,NOM
sodas	soda	soda	NOM	10.23	1.11	0	5	0	4	2	NOM
orner	ORne	orner	VER	3.11	1.11	1	5	5	4	2	VER
niais	njE	niais	ADJ	1.19	1.11	1	5	5	3	1	ADJ,NOM,VER
titra	titRa	titrer	VER	1.75	1.1	0	5	0	0	2	VER
serge	sERZ	serge	NOM	1.1	1.1	1	5	5	4	1	NOM
aboli	aboli	abolir	VER	3.08	1.1	0	5	5	5	3	ADJ,VER
salit	sali	salir	VER	17.51	1.1	0	5	0	0	2	VER
pilot	pilo	pilot	NOM	1.1	1.1	1	5	5	4	2	NOM
débit	debi	débit	NOM	1.24	1.1	1	5	5	4	2	NOM
vécus	veky	vivre	VER	510.19	1.1	0	5	0	3	2	VER,ADJ,NOM
carne	kaRn	carne	NOM	1.21	1.09	1	5	5	4	1	NOM
roman	Rom@	roman	ADJ	2.09	1.09	1	5	5	4	2	ADJ,NOM
aises	Ez	aise	NOM	32.73	1.09	0	5	0	2	1	ADJ,NOM
raflé	Rafle	rafler	VER	3.56	1.09	0	5	0	5	2	VER
gibet	ZibE	gibet	NOM	1.43	1.09	1	5	5	4	2	NOM
étain	et5	étain	NOM	1.19	1.08	1	5	5	3	2	NOM
trier	tRije	trier	VER	3.68	1.08	1	5	5	5	2	VER
cales	kal	cale	NOM	4.08	1.08	0	5	0	3	1	NOM,VER
siège	sjEZ	siéger	VER	2.87	1.08	0	5	4	4	1	NOM,VER
aïeul	aj9l	aïeul	NOM	3.13	1.08	1	5	4	4	2	NOM
polio	poljo	polio	NOM	1.1	1.08	1	5	5	5	2	NOM
monta	m§ta	monter	VER	277.32	1.07	0	5	0	0	2	VER
bondé	b§de	bonder	VER	1.84	1.07	0	5	5	4	2	VER,ADJ
prune	pRyn	prune	NOM	2.94	1.07	1	5	5	4	1	ADJ,NOM
plant	pl@	plant	NOM	2.54	1.07	1	5	5	3	1	NOM
cosmo	kOsmo	cosmo	ADV	1.07	1.07	1	5	5	5	2	ADV
cocon	kok§	cocon	NOM	1.65	1.07	1	5	5	4	2	NOM
tuiez	tyje	tuer	VER	928.06	1.06	0	5	0	0	2	VER
snack	snak	snack	NOM	1.21	1.06	1	5	5	4	1	NOM
cyclo	siklo	cyclo	NOM	1.06	1.06	1	5	5	5	2	NOM
impec	5pEk	impec	ADJ	1.06	1.06	1	5	5	4	2	ADJ
argot	aRgo	argot	NOM	1.06	1.06	1	5	5	4	2	NOM
titan	tit@	titan	NOM	1.33	1.06	1	5	5	4	2	NOM
fanny	fani	fanny	ADJ	1.06	1.06	1	5	4	4	2	ADJ
grêle	gREl	grêle	NOM	1.05	1.05	1	5	5	4	1	ADJ,NOM,VER
glass	glas	glass	NOM	1.23	1.05	1	5	5	4	1	NOM
pieux	pj2	pieux	NOM	1.05	1.05	1	5	5	3	1	ADJ,NOM
rider	Ride	rider	VER	2.06	1.05	1	5	5	4	2	VER
élans	el@	élan	NOM	5.66	1.05	0	5	0	3	2	NOM
mails	mEjl	mail	NOM	3.29	1.05	0	5	0	4	1	NOM
azote	azOt	azote	NOM	1.05	1.05	1	5	5	4	2	NOM
green	gRin	green	NOM	1.13	1.04	1	5	4	4	1	NOM
mages	maZ	mage	NOM	1.57	1.04	0	5	0	3	1	NOM
matou	matu	matou	NOM	1.21	1.04	1	5	5	4	2	NOM
vaine	vEn	vain	ADJ	19.87	1.04	0	5	0	3	1	ADJ
aisée	eze	aisé	ADJ	3.03	1.04	0	5	0	3	2	ADJ
zappe	zap	zapper	VER	2.73	1.04	0	5	0	0	1	VER
doués	dwe	doué	ADJ	12.73	1.03	0	5	0	3	1	VER,ADJ
untel	1tEl	untel	NOM	1.03	1.03	1	5	3	2	2	NOM
water	watER	water	NOM	2.49	1.03	1	5	5	5	2	NOM
yo-yo	jojo	yo-yo	NOM	1.03	1.03	1	5	3	3	2	NOM
turbo	tyRbo	turbo	NOM	1.19	1.03	1	5	5	5	2	NOM
paumé	pome	paumé	NOM	2.23	1.03	1	5	5	4	2	VER,ADJ,NOM
tracé	tRase	tracé	NOM	1.16	1.03	1	5	5	5	2	VER,NOM
fêtez	fEte	fêter	VER	36.97	1.02	0	5	0	0	2	VER
beige	bEZ	beige	ADJ	1.03	1.02	1	5	5	3	1	ADJ,NOM
pille	pij	piller	VER	7.66	1.02	0	5	0	0	1	VER
groom	gRum	groom	NOM	1.17	1.02	1	5	4	4	1	NOM
digue	dig	digue	NOM	1.85	1.02	1	5	4	3	1	NOM
